OBJECTID1928,ecosite1,ecosite2,ecosite3,VegUnite,GeneralizedStateNum,SiteName,FG1928,SP1915,matches
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,SPFL2,PF",2,Shallow sandy,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,BOER4,DAPU7",4,Shallow sandy,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,MUPO2,DAPU7",4,Shallow sandy,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,SPFL2,PF",4,Shallow sandy,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,PSSC6,MUPO2",5,Deep sand,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,PSSC6,MUPO2",6,Deep sand,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,MUPO2,DAPU7",6,Shallow sandy,shrub,PRGL2,1
35,Deep sand,Shallow sandy,Shallow sandy,"PRGL2,SPFL2,PF",6,Shallow sandy,shrub,PRGL2,1
36,Draw,No ecosite, ,SCBR2,2,Draw,PG,SCBR2,1
38,Draw,No ecosite, ,"PRGL2,SPORO,NA",2,Draw,shrub,PRGL2,1
38,Draw,No ecosite, ,"PRGL2,PLMU3",4,Draw,shrub,PRGL2,1
38,Draw,No ecosite, ,"PRGL2,SPORO,NA",4,Draw,shrub,PRGL2,1
38,Draw,No ecosite, ,"PRGL2,SCBR2",6,Draw,shrub,PRGL2,1
38,Draw,No ecosite, ,"PRGL2,SPORO,NA",7,Draw,shrub,PRGL2,1
40,Draw,No ecosite, ,"PLMU3,SPAI,BOGR2",1,Draw,PG,PLMU3,1
40,Draw,No ecosite, ,"PLMU3,FLCE,MUAR",4,Draw,PG,PLMU3,1
40,Draw,No ecosite, ,"PLMU3,FLCE,MUAR",6,Draw,PG,PLMU3,1
40,Draw,No ecosite, ,"PLMU3,FLCE,MUAR",7,Draw,PG,PLMU3,1
42,Gravelly, , ,"LATR2,,NA",0,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,BOER4,PAIN2",0,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,MUPO2",0,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,NA",0,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,BOER4",5,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,BOER4,PAIN2",5,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,,NA",5,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,MUPO2",5,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,NA",5,Gravelly,shrub,LATR2,1
42,Gravelly, , ,LATR2,6,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,MUPO2",6,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,,NA",6,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,MUPO2",6,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,FLCE,NA",6,Gravelly,shrub,LATR2,1
42,Gravelly, , ,"LATR2,BOER4,PAIN2",6,Gravelly,shrub,LATR2,1
44,Gravelly,Loamy, ,"BOER4,PLMU3,ARIST",1,Loamy,PG,BOER4,1
44,Gravelly,Loamy, ,"BOER4,LATR2,MUPO2",3,Gravelly,PG,BOER4,1
45,Gravelly,Loamy, ,"SCBR2,PLMU3,NA",1,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,FLCE,KOSP",1,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,PLMU3,ARIST",2,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,FLCE,KOSP",2,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,NA,NA",2,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,PLMU3,NA",2,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,PRGL2,NA",2,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,FLCE,KOSP",4,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,PRGL2,NA",4,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,NA,NA",4,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,NA,NA",7,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,PLMU3,NA",7,Loamy,PG,SCBR2,1
45,Gravelly,Loamy, ,"SCBR2,PRGL2,NA",7,Loamy,PG,SCBR2,1
46,Gravelly,Loamy, ,"LATR2,,NA",0,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,BOER4,PAIN2",0,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,MUPO2",0,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,NA",0,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,BOER4",5,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,BOER4,PAIN2",5,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,,NA",5,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,MUPO2",5,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,NA",5,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,LATR2,6,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,MUPO2",6,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,,NA",6,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,MUPO2",6,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,FLCE,NA",6,Gravelly,shrub,LATR2,1
46,Gravelly,Loamy, ,"LATR2,BOER4,PAIN2",6,Gravelly,shrub,LATR2,1
47,Gravelly,Loamy, ,"FLCE,MUPO2,SCBR2",2,Loamy,shrub,FLCE,1
47,Gravelly,Loamy, ,"FLCE,MUPO2,SCBR2",4,Loamy,shrub,FLCE,1
47,Gravelly,Loamy, ,"FLCE,LATR2,NA",4,Loamy,shrub,FLCE,1
47,Gravelly,Loamy, ,"FLCE,LATR2,NA",6,Loamy,shrub,FLCE,1
47,Gravelly,Loamy, ,"FLCE,LATR2,NA",7,Loamy,shrub,FLCE,1
47,Gravelly,Loamy, ,"FLCE,MUPO2,SCBR2",7,Loamy,shrub,FLCE,1
48,Gravelly,Loamy, ,"PLMU3,PRGL2,NA",0,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,CYIMI,PRGL2",1,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,NA,NA",1,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,PRGL2,NA",1,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,EPHEDRA,NA",1,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,FLCE,ATCA2",1,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,,NA",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,EPHEDRA,NA",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,FLCE",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,CYIMI,PRGL2",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,FLCE,ATCA2",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,MUAR,FLCE",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,PRGL2,NA",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,NA",2,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,FLCE,ATCA2",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,MUAR,FLCE",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,PRGL2,NA",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,FLCE",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,NA",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,NA,NA",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,,NA",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,CYIMI,PRGL2",4,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,PRGL2,NA",6,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,FLCE",6,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,,NA",7,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,FLCE",7,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,EPHEDRA,NA",7,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,MUAR,FLCE",7,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,NA,NA",7,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,PRGL2,NA",7,Loamy,PG,PLMU3,1
48,Gravelly,Loamy, ,"PLMU3,SCBR2,NA",7,Loamy,PG,PLMU3,1
49,Gravelly,No ecosite, ,"LATR2,,NA",0,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,BOER4,PAIN2",0,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,MUPO2",0,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,NA",0,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,BOER4",5,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,BOER4,PAIN2",5,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,,NA",5,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,MUPO2",5,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,NA",5,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,LATR2,6,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,MUPO2",6,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,,NA",6,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,MUPO2",6,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,FLCE,NA",6,Gravelly,shrub,LATR2,1
49,Gravelly,No ecosite, ,"LATR2,BOER4,PAIN2",6,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,,NA",0,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,BOER4,PAIN2",0,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,MUPO2",0,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,NA",0,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,BOER4",5,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,BOER4,PAIN2",5,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,,NA",5,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,MUPO2",5,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,NA",5,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,LATR2,6,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,MUPO2",6,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,,NA",6,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,MUPO2",6,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,FLCE,NA",6,Gravelly,shrub,LATR2,1
52,Gravelly,Shallow sandy, ,"LATR2,BOER4,PAIN2",6,Gravelly,shrub,LATR2,1
61,Loamy, , ,"BOER4,PLMU3,ARIST",1,Loamy,PG,BOER4,1
62,Loamy, , ,"SCBR2,PLMU3,NA",1,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,FLCE,KOSP",1,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,PLMU3,ARIST",2,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,FLCE,KOSP",2,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,NA,NA",2,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,PLMU3,NA",2,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,PRGL2,NA",2,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,FLCE,KOSP",4,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,PRGL2,NA",4,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,NA,NA",4,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,NA,NA",7,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,PLMU3,NA",7,Loamy,PG,SCBR2,1
62,Loamy, , ,"SCBR2,PRGL2,NA",7,Loamy,PG,SCBR2,1
64,Loamy, , ,"FLCE,MUPO2,SCBR2",2,Loamy,shrub,FLCE,1
64,Loamy, , ,"FLCE,MUPO2,SCBR2",4,Loamy,shrub,FLCE,1
64,Loamy, , ,"FLCE,LATR2,NA",4,Loamy,shrub,FLCE,1
64,Loamy, , ,"FLCE,LATR2,NA",6,Loamy,shrub,FLCE,1
64,Loamy, , ,"FLCE,LATR2,NA",7,Loamy,shrub,FLCE,1
64,Loamy, , ,"FLCE,MUPO2,SCBR2",7,Loamy,shrub,FLCE,1
65,Loamy, , ,"PLMU3,PRGL2,NA",0,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,CYIMI,PRGL2",1,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,NA,NA",1,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,PRGL2,NA",1,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,EPHEDRA,NA",1,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,FLCE,ATCA2",1,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,,NA",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,EPHEDRA,NA",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,FLCE",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,CYIMI,PRGL2",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,FLCE,ATCA2",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,MUAR,FLCE",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,PRGL2,NA",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,NA",2,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,FLCE,ATCA2",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,MUAR,FLCE",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,PRGL2,NA",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,FLCE",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,NA",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,NA,NA",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,,NA",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,CYIMI,PRGL2",4,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,PRGL2,NA",6,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,FLCE",6,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,,NA",7,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,FLCE",7,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,EPHEDRA,NA",7,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,MUAR,FLCE",7,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,NA,NA",7,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,PRGL2,NA",7,Loamy,PG,PLMU3,1
65,Loamy, , ,"PLMU3,SCBR2,NA",7,Loamy,PG,PLMU3,1
67,Sandy, , ,"BOER4,SPORO,MUPO2",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPCO4",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPFL2",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPORO",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,YUEL",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,PRGL2",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,YUEL",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,GUSA2,SPFL2",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,EPHEDRA",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,NA",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,SPCO4",1,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,GUSA2,SPFL2",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,NA",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,EPHEDRA",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPCO4",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPFL2",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPORO",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,YUEL",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,PRGL2",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,SPCO4",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,YUEL",2,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,EPHEDRA",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPFL2",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPORO",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,SPCO4",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,NA",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,GUSA2,SPFL2",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,SPCO4",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,PRGL2,YUEL",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,PRGL2",4,Sandy,PG,BOER4,1
67,Sandy, , ,"BOER4,SPFL2,YUEL",4,Sandy,PG,BOER4,1
70,Sandy, , ,"LATR2,FLCE,NA",0,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,PRGL2,MUPO2",0,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,SPFL2,MUPO2",2,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,FLCE,NA",4,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,PRGL2,MUPO2",4,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,SPFL2,MUPO2",4,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,FLCE,NA",6,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,PRGL2,MUPO2",6,Sandy,shrub,LATR2,1
70,Sandy, , ,"LATR2,SPFL2,MUPO2",6,Sandy,shrub,LATR2,1
71,Sandy, , ,"PRGL2,GUSA2,ATCA2",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,GUSA2,SPFL2",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,MUPO2,GUSA2",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,MUPO2,NA",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,MUPO2,SPFL2",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,DAPU7",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,MUPO2",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,NA",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,PF",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,YUEL",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPORO,NA",0,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,GUSA2,BOER4",1,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,GUSA2,BOER4",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,NA,NA",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,MUPO2",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,NA",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPORO,NA",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,ARPU9,NA",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,GUSA2,NA",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,MUPO2,GUSA2",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,MUPO2,SPFL2",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,MUPO2,YUEL",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,DAPU7",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,PF",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,SELE6",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,SPFL2,YUEL",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,ATCA2,SPFL2",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,GUSA2,SPORO",2,Sandy,shrub,PRGL2,1
71,Sandy, , ,"PRGL2,GUSA2,YUEL",2,Sandy,shrub,PRGL2,1
