OBJECTID1998,ecosite1,ecosite2,ecosite3,SP1998,FG1998,FG_GSName,FG_GSNum,SPTally,GeneralizedStateNum,GeneralizedStateName,VegUnite,SiteName,Site
356,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
358,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
378,Sandy,Loamy,Deep sand,"SCBR2,PLMU3,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
379,Sandy,Loamy,Deep sand,"SCBR2,PRGL2, ","PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
384,Sandy,Loamy,Deep sand,"SCBR2,SPAI,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
393,Sandy,Shallow sandy, ,"BOER4,SPFL2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
400,Sandy,Shallow sandy, ,"PRGL2,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
413,Sandy,Shallow sandy, ,"SPFL2,ARPU9,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
418,Shallow sandy,Sandy, ,"BOER4,SPFL2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
419,Shallow sandy,Sandy, ,"PRGL2,BOER4, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
420,Shallow sandy,Sandy, ,"PRGL2,BOER4,SPFL2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
429,Shallow sandy,Sandy, ,"PRGL2,SPFL2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,SPORO,ARIST",Sandy,R042XB012NM
33,Clayey,Bottomland,Loamy,"PLMU3, , ",PG,Grassland,1,1,1,Grassland,PLMU3,Clayey,R042XB023NM
36,Clayey,Bottomland,Loamy,"PLMU3,SCBR2, ","PG,PG",Grassland,1,1,1,Grassland,PLMU3,Clayey,R042XB023NM
296,Sandy,Loamy,Clayey,"PLMU3,SCBR2, ","PG,PG",Grassland,1,1,1,Grassland,PLMU3,Clayey,R042XB023NM
33,Clayey,Bottomland,Loamy,"PLMU3, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3",Clayey,R042XB023NM
36,Clayey,Bottomland,Loamy,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3",Clayey,R042XB023NM
52,Clayey,Bottomland,Loamy,"SCBR2, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3",Clayey,R042XB023NM
296,Sandy,Loamy,Clayey,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3",Clayey,R042XB023NM
25,Clayey,Bottomland,Loamy,"FLCE,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
26,Clayey,Bottomland,Loamy,"FLCE,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
27,Clayey,Bottomland,Loamy,"FLCE,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
28,Clayey,Bottomland,Loamy,"FLCE,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
34,Clayey,Bottomland,Loamy,"PLMU3,MUPO2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
37,Clayey,Bottomland,Loamy,"PLMU3,SCBR2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
38,Clayey,Bottomland,Loamy,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
40,Clayey,Bottomland,Loamy,"PRGL2,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
41,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
42,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SPAI","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
43,Clayey,Bottomland,Loamy,"PRGL2,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
44,Clayey,Bottomland,Loamy,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
286,Sandy,Loamy,Clayey,"FLCE,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
287,Sandy,Loamy,Clayey,"FLCE,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
288,Sandy,Loamy,Clayey,"FLCE,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
295,Sandy,Loamy,Clayey,"PLMU3,MUPO2,LATR2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
297,Sandy,Loamy,Clayey,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PLMU3,SCBR2,PRGL2",Clayey,R042XB023NM
25,Clayey,Bottomland,Loamy,"FLCE,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
26,Clayey,Bottomland,Loamy,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
27,Clayey,Bottomland,Loamy,"FLCE,SCBR2, ","shrub,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
28,Clayey,Bottomland,Loamy,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
30,Clayey,Bottomland,Loamy,"LATR2,FLCE, ","shrub,shrub",Shrubland,6,2,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
283,Sandy,Loamy,Clayey,"FLCE,LATR2,LYBE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
286,Sandy,Loamy,Clayey,"FLCE,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
287,Sandy,Loamy,Clayey,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
288,Sandy,Loamy,Clayey,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
289,Sandy,Loamy,Clayey,"LATR2, , ",shrub,Shrubland,6,1,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
290,Sandy,Loamy,Clayey,"LATR2,FLCE, ","shrub,shrub",Shrubland,6,2,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
294,Sandy,Loamy,Clayey,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"FLCE,LATR2,PRGL2",Clayey,R042XB023NM
55,Clayey,Bottomland,Loamy,"SPAI, , ",PG,Grassland,1,1,1,Grassland,"SPAI,SPWR2,PAOB",Bottomland,R042XB018NM
15,Bottomland,Limy,Salt Flats,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"PLMU3,SCBR2,SPAI",Bottomland,R042XB018NM
33,Clayey,Bottomland,Loamy,"PLMU3, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"PLMU3,SCBR2,SPAI",Bottomland,R042XB018NM
36,Clayey,Bottomland,Loamy,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"PLMU3,SCBR2,SPAI",Bottomland,R042XB018NM
52,Clayey,Bottomland,Loamy,"SCBR2, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"PLMU3,SCBR2,SPAI",Bottomland,R042XB018NM
5,Bottomland,Limy,Salt Flats,"FLCE,LATR2,PRGL2","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
11,Bottomland,Limy,Salt Flats,"LATR2,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
12,Bottomland,Limy,Salt Flats,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
13,Bottomland,Limy,Salt Flats,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
16,Bottomland,Limy,Salt Flats,"PLMU3,SCBR2,LATR2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
17,Bottomland,Limy,Salt Flats,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
19,Bottomland,Limy,Salt Flats,"PRGL2,PLMU3,MUPO2","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
20,Bottomland,Limy,Salt Flats,"PRGL2,FLCE,LATR2","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
21,Bottomland,Limy,Salt Flats,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
25,Clayey,Bottomland,Loamy,"FLCE,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
26,Clayey,Bottomland,Loamy,"FLCE,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
28,Clayey,Bottomland,Loamy,"FLCE,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
34,Clayey,Bottomland,Loamy,"PLMU3,MUPO2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
37,Clayey,Bottomland,Loamy,"PLMU3,SCBR2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
38,Clayey,Bottomland,Loamy,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
40,Clayey,Bottomland,Loamy,"PRGL2,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
41,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
42,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SPAI","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
43,Clayey,Bottomland,Loamy,"PRGL2,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
44,Clayey,Bottomland,Loamy,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,PLMU3,SCBR2",Bottomland,R042XB018NM
11,Bottomland,Limy,Salt Flats,"LATR2,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
15,Bottomland,Limy,Salt Flats,"PLMU3,SCBR2, ","PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
19,Bottomland,Limy,Salt Flats,"PRGL2,PLMU3,MUPO2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
25,Clayey,Bottomland,Loamy,"FLCE,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
26,Clayey,Bottomland,Loamy,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
28,Clayey,Bottomland,Loamy,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
36,Clayey,Bottomland,Loamy,"PLMU3,SCBR2, ","PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
40,Clayey,Bottomland,Loamy,"PRGL2,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
41,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
42,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SPAI","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
44,Clayey,Bottomland,Loamy,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2 ,PLMU3,SCBR2",Bottomland,R042XB018NM
103,Draw,No ecosite, ,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3",Draw,R042XB016NM
105,Draw,No ecosite, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3",Draw,R042XB016NM
107,Draw,No ecosite, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3",Draw,R042XB016NM
110,Draw,No ecosite, ,"PRGL2,ARFI2,ATCA2","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3",Draw,R042XB016NM
111,Draw,No ecosite, ,"PRGL2,ARFI2,QUERCUS","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3",Draw,R042XB016NM
115,Draw,Shallow sandy, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,PLMU3",Draw,R042XB016NM
103,Draw,No ecosite, ,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
105,Draw,No ecosite, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
106,Draw,No ecosite, ,"LATR2,PRGL2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
107,Draw,No ecosite, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
109,Draw,No ecosite, ,"PRGL2, , ",shrub,Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
110,Draw,No ecosite, ,"PRGL2,ARFI2,ATCA2","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
111,Draw,No ecosite, ,"PRGL2,ARFI2,QUERCUS","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
113,Draw,No ecosite, ,"PRGL2,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
115,Draw,Shallow sandy, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,SCBR2",Draw,R042XB016NM
33,Clayey,Bottomland,Loamy,"PLMU3, , ",PG,Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
36,Clayey,Bottomland,Loamy,"PLMU3,SCBR2, ","PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
296,Sandy,Loamy,Clayey,"PLMU3,SCBR2, ","PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
300,Sandy,Loamy,Deep sand,"BOER4,ARPU9,SPFL2","PG,PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
317,Sandy,Loamy,Deep sand,"PLMU3, , ",PG,Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
320,Sandy,Loamy,Deep sand,"PLMU3,SCBR2, ","PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
326,Sandy,Loamy,Deep sand,"PLMU3,SPAI,SCBR2","PG,PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
367,Sandy,Loamy,Deep sand,"SCBR2,BOER4, ","PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
368,Sandy,Loamy,Deep sand,"SCBR2,BOER4,ARPU9","PG,PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
369,Sandy,Loamy,Deep sand,"SCBR2,BOER4,PLMU3","PG,PG,PG",Grassland,1,2,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
375,Sandy,Loamy,Deep sand,"SCBR2,PLMU3, ","PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
383,Sandy,Loamy,Deep sand,"SCBR2,SPAI,PLMU3","PG,PG,PG",Grassland,1,1,1,Grassland,"BOER4,PLMU3,ARIST",Loamy,R042XB014NM
33,Clayey,Bottomland,Loamy,"PLMU3, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
36,Clayey,Bottomland,Loamy,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
52,Clayey,Bottomland,Loamy,"SCBR2, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
296,Sandy,Loamy,Clayey,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
317,Sandy,Loamy,Deep sand,"PLMU3, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
