OBJECTID1998,ecosite1,ecosite2,ecosite3,SP1998,FG1998,FG_GSName,FG_GSNum,SPTally,GeneralizedStateNum,GeneralizedStateName,VegUnite,SiteName,Site
320,Sandy,Loamy,Deep sand,"PLMU3,SCBR2, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
326,Sandy,Loamy,Deep sand,"PLMU3,SPAI,SCBR2","PG,PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
326,Sandy,Loamy,Deep sand,"PLMU3,SPAI,SCBR2","PG,PG,PG",AlteredSavanna,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
366,Sandy,Loamy,Deep sand,"SCBR2, , ",PG,AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
367,Sandy,Loamy,Deep sand,"SCBR2,BOER4, ","PG,PG",AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
368,Sandy,Loamy,Deep sand,"SCBR2,BOER4,ARPU9","PG,PG,PG",AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
368,Sandy,Loamy,Deep sand,"SCBR2,BOER4,ARPU9","PG,PG,PG",AlteredSavanna,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
369,Sandy,Loamy,Deep sand,"SCBR2,BOER4,PLMU3","PG,PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
369,Sandy,Loamy,Deep sand,"SCBR2,BOER4,PLMU3","PG,PG,PG",AlteredSavanna,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
375,Sandy,Loamy,Deep sand,"SCBR2,PLMU3, ","PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
382,Sandy,Loamy,Deep sand,"SCBR2,SPAI, ","PG,PG",AlteredGrassland,2,1,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
383,Sandy,Loamy,Deep sand,"SCBR2,SPAI,PLMU3","PG,PG,PG",AlteredGrassland,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
383,Sandy,Loamy,Deep sand,"SCBR2,SPAI,PLMU3","PG,PG,PG",AlteredSavanna,2,2,2,AlteredGrassland,"SCBR2,PLMU3,ARIST",Loamy,R042XB014NM
25,Clayey,Bottomland,Loamy,"FLCE,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
26,Clayey,Bottomland,Loamy,"FLCE,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
27,Clayey,Bottomland,Loamy,"FLCE,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
28,Clayey,Bottomland,Loamy,"FLCE,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
34,Clayey,Bottomland,Loamy,"PLMU3,MUPO2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
37,Clayey,Bottomland,Loamy,"PLMU3,SCBR2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
38,Clayey,Bottomland,Loamy,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
40,Clayey,Bottomland,Loamy,"PRGL2,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
41,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
42,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SPAI","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
43,Clayey,Bottomland,Loamy,"PRGL2,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
44,Clayey,Bottomland,Loamy,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
121,Gravelly,Loamy, ,"FLCE,LATR2,PRGL2","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
127,Gravelly,Loamy, ,"LATR2,PRGL2,COWA","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
128,Gravelly,Loamy, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
130,Gravelly,Loamy, ,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
161,Loamy, , ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
164,Loamy, , ,"PRGL2,PLMU3,MUPO2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
283,Sandy,Loamy,Clayey,"FLCE,LATR2,LYBE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
286,Sandy,Loamy,Clayey,"FLCE,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
287,Sandy,Loamy,Clayey,"FLCE,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
288,Sandy,Loamy,Clayey,"FLCE,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
294,Sandy,Loamy,Clayey,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
297,Sandy,Loamy,Clayey,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
304,Sandy,Loamy,Deep sand,"FLCE,CELA,LYBE","shrub,shrub,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
307,Sandy,Loamy,Deep sand,"FLCE,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
308,Sandy,Loamy,Deep sand,"FLCE,PLMU3,SPAI","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
310,Sandy,Loamy,Deep sand,"FLCE,SCBR2, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
311,Sandy,Loamy,Deep sand,"FLCE,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
312,Sandy,Loamy,Deep sand,"FLCE,SPAI,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
314,Sandy,Loamy,Deep sand,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
315,Sandy,Loamy,Deep sand,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
316,Sandy,Loamy,Deep sand,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
321,Sandy,Loamy,Deep sand,"PLMU3,SCBR2,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
323,Sandy,Loamy,Deep sand,"PLMU3,SCBR2,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
325,Sandy,Loamy,Deep sand,"PLMU3,SPAI,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
327,Sandy,Loamy,Deep sand,"PRGL2,ARPU9,BOER4","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
329,Sandy,Loamy,Deep sand,"PRGL2,BOER4,ARPU9","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
332,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
333,Sandy,Loamy,Deep sand,"PRGL2,PLMU3, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
334,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,ARPU9","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
335,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
336,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,SPAI","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
338,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,ARPU9","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
339,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
346,Sandy,Loamy,Deep sand,"PRGL2,ARPU9, ","shrub,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
353,Sandy,Loamy,Deep sand,"PRGL2,FLCE,ATCA2","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
354,Sandy,Loamy,Deep sand,"PRGL2,FLCE,LATR2","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
356,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",ShrubInvadedGrassland,4,2,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
358,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
370,Sandy,Loamy,Deep sand,"SCBR2,FLCE, ","PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
376,Sandy,Loamy,Deep sand,"SCBR2,PLMU3,FLCE","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
378,Sandy,Loamy,Deep sand,"SCBR2,PLMU3,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
379,Sandy,Loamy,Deep sand,"SCBR2,PRGL2, ","PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
384,Sandy,Loamy,Deep sand,"SCBR2,SPAI,PRGL2","PG,PG,shrub",ShrubInvadedGrassland,4,1,4,ShrubInvadedGrassland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
25,Clayey,Bottomland,Loamy,"FLCE,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
26,Clayey,Bottomland,Loamy,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
27,Clayey,Bottomland,Loamy,"FLCE,SCBR2, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
28,Clayey,Bottomland,Loamy,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
30,Clayey,Bottomland,Loamy,"LATR2,FLCE, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
40,Clayey,Bottomland,Loamy,"PRGL2,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
41,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
42,Clayey,Bottomland,Loamy,"PRGL2,PLMU3,SPAI","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
43,Clayey,Bottomland,Loamy,"PRGL2,SCBR2, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
44,Clayey,Bottomland,Loamy,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
46,Clayey,Bottomland,Loamy,"PRGL2, , ",shrub,Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
121,Gravelly,Loamy, ,"FLCE,LATR2,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
127,Gravelly,Loamy, ,"LATR2,PRGL2,COWA","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
128,Gravelly,Loamy, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
161,Loamy, , ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
164,Loamy, , ,"PRGL2,PLMU3,MUPO2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
283,Sandy,Loamy,Clayey,"FLCE,LATR2,LYBE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
286,Sandy,Loamy,Clayey,"FLCE,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
287,Sandy,Loamy,Clayey,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
288,Sandy,Loamy,Clayey,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
290,Sandy,Loamy,Clayey,"LATR2,FLCE, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
294,Sandy,Loamy,Clayey,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
303,Sandy,Loamy,Deep sand,"FLCE,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
304,Sandy,Loamy,Deep sand,"FLCE,CELA,LYBE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
307,Sandy,Loamy,Deep sand,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
308,Sandy,Loamy,Deep sand,"FLCE,PLMU3,SPAI","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
310,Sandy,Loamy,Deep sand,"FLCE,SCBR2, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
311,Sandy,Loamy,Deep sand,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
312,Sandy,Loamy,Deep sand,"FLCE,SPAI,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
314,Sandy,Loamy,Deep sand,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
315,Sandy,Loamy,Deep sand,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
316,Sandy,Loamy,Deep sand,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
327,Sandy,Loamy,Deep sand,"PRGL2,ARPU9,BOER4","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
329,Sandy,Loamy,Deep sand,"PRGL2,BOER4,ARPU9","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
332,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
333,Sandy,Loamy,Deep sand,"PRGL2,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
334,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,ARPU9","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
335,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
336,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,SPAI","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
338,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,ARPU9","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
339,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
345,Sandy,Loamy,Deep sand,"PRGL2, , ",shrub,Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
346,Sandy,Loamy,Deep sand,"PRGL2,ARPU9, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
347,Sandy,Loamy,Deep sand,"PRGL2,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
353,Sandy,Loamy,Deep sand,"PRGL2,FLCE,ATCA2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
354,Sandy,Loamy,Deep sand,"PRGL2,FLCE,LATR2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
356,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
358,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
362,Sandy,Loamy,Deep sand,"PRGL2,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
